poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,yes,no,alternate_answers
82287,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/25/23,2/28/23,,"",,169523,1500,a,,a,,3/1/23 13:39,"",https://docs.cdn.yougov.com/lq10bty4vr/econtoplines.pdf,"",false,,39.0,41.0,20.0
82287,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/25/23,2/28/23,,"",,169524,1302,rv,,rv,,3/1/23 13:39,"",https://docs.cdn.yougov.com/ctq2ajcu3n/econTabReport.pdf,"",false,,42.0,44.0,13.0
82236,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/20/23,2/21/23,,"",,169134,1500,a,,a,,2/22/23 09:48,"",https://docs.cdn.yougov.com/2v3vq7dmv4/econtoplines.pdf,"",false,,41.0,41.0,18.0
82236,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/20/23,2/21/23,,"",,169135,1315,rv,,rv,,2/22/23 09:48,"",https://docs.cdn.yougov.com/lt3qbl33wm/econTabReport.pdf,"",false,,45.0,44.0,11.0
82201,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/11/23,2/14/23,,"",,168951,1500,a,,a,,2/15/23 11:42,"",https://docs.cdn.yougov.com/6c9yo78fw1/econtoplines.pdf,"",false,,41.0,40.0,19.0
82201,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/11/23,2/14/23,,"",,168952,1319,rv,,rv,,2/15/23 11:42,"",https://docs.cdn.yougov.com/dj0b2hnbf2/econTabReport.pdf,"",false,,44.0,44.0,12.0
82126,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/4/23,2/7/23,,"",,168006,1500,a,,a,,2/8/23 09:27,"",https://docs.cdn.yougov.com/gsfav7gghv/econtoplines.pdf,"",false,,41.0,39.0,20.0
82126,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,2/4/23,2/7/23,,"",,168007,1294,rv,,rv,,2/8/23 09:27,"",https://docs.cdn.yougov.com/gg0t2njevs/econTabReport.pdf,"",false,,46.0,43.0,11.0
82091,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/29/23,1/31/23,,"",,167856,1500,a,,a,,2/1/23 10:13,"",https://docs.cdn.yougov.com/hakymqbmww/econtoplines.pdf,"",false,,36.0,42.0,22.0
82091,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/29/23,1/31/23,,"",,167857,1319,rv,,rv,,2/1/23 10:13,"",https://docs.cdn.yougov.com/sqkyqhgbfz/econTabReport.pdf,"",false,,40.0,44.0,14.0
82095,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,,1/27/23,1/30/23,,"",,167891,1003,rv,,rv,,2/1/23 19:07,"",https://www.foxnews.com/official-polls/fox-news-poll-state-union-dysfunction-dissatisfaction-disapproval,"",false,,41.0,53.0,6.0
82044,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/21/23,1/24/23,,"",,167513,1500,a,,a,,1/25/23 09:32,"",https://docs.cdn.yougov.com/wl1juxd6zw/econtoplines.pdf,"",false,,39.0,41.0,20.0
82044,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/21/23,1/24/23,,"",,167514,1330,rv,,rv,,1/25/23 09:32,"",https://docs.cdn.yougov.com/b0nx6h2f1n/econTabReport.pdf,"",false,,44.0,43.0,13.0
82046,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,A/B,Probability Panel,,,1/9/23,1/20/23,,"",,167548,1000,a,,a,,1/25/23 15:23,"",https://law.marquette.edu/poll/2023/01/25/new-marquette-law-school-national-survey-finds-overall-approval-of-u-s-supreme-court-has-ticked-up-from-post-dobbs-low-six-months-ago/,"",false,,47.0,53.0,0
82046,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,A/B,Probability Panel,,,1/9/23,1/20/23,,"",,167600,790,rv,,rv,,1/26/23 09:54,"",https://law.marquette.edu/poll/wp-content/uploads/2023/01/MLSPSC12PressRelease_NationalIssues.pdf,"",false,,48.0,52.0,0
81997,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/14/23,1/17/23,,"",,167183,1500,a,,a,,1/18/23 11:46,"",https://docs.cdn.yougov.com/lcaevasr2o/econtoplines.pdf,"",false,,45.0,36.0,19.0
81997,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/14/23,1/17/23,,"",,167184,1314,rv,,rv,,1/18/23 11:46,"",https://docs.cdn.yougov.com/52ob991rpr/econTabReport.pdf,"",false,,50.0,39.0,11.0
81966,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/8/23,1/10/23,,"",,167064,1500,a,,a,,1/11/23 10:30,"",https://docs.cdn.yougov.com/uo5683gvco/econtoplines.pdf,"",false,,41.0,39.0,20.0
81966,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,1/8/23,1/10/23,,"",,167065,1356,rv,,rv,,1/11/23 10:30,"",https://docs.cdn.yougov.com/6ig3yyjvb9/econTabReport.pdf,"",false,,46.0,41.0,14.0
81978,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online Panel,,,1/5/23,1/9/23,,"",,167130,1000,a,,a,,1/17/23 13:53,"",https://polsci.umass.edu/toplines-and-crosstabs-jan-2023-biden-performance-2024-democrat-primaries-abortion-and-gun-control,"",false,,42.0,46.0,13.0
81923,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/31/22,1/3/23,,"",,166921,1500,a,,a,,1/4/23 11:49,"",https://docs.cdn.yougov.com/ojnkvlmfiq/econtoplines.pdf,"",false,,40.0,41.0,19.0
81923,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/31/22,1/3/23,,"",,166922,1301,rv,,rv,,1/4/23 11:49,"",https://docs.cdn.yougov.com/0g9mwkpaky/econTabReport.pdf,"",false,,45.0,43.0,12.0
81873,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/17/22,12/20/22,,"",,166598,1500,a,,a,,12/21/22 09:26,"",https://docs.cdn.yougov.com/c5o6xiw8t9/econtoplines.pdf,"",false,,41.0,40.0,18.0
81873,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/17/22,12/20/22,,"",,166599,1321,rv,,rv,,12/21/22 09:26,"",https://docs.cdn.yougov.com/by8wjw1hur/econTabReport.pdf,"",false,,48.0,43.0,9.0
81826,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/10/22,12/13/22,,"",,166282,1500,a,,a,,12/14/22 10:38,"",https://docs.cdn.yougov.com/b94ttrxy3v/econtoplines.pdf,"",false,,37.0,42.0,20.0
81826,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/10/22,12/13/22,,"",,166283,1338,rv,,rv,,12/14/22 10:38,"",https://docs.cdn.yougov.com/urts2xadfd/econTabReport.pdf,"",false,,44.0,45.0,11.0
81830,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,,12/8/22,12/12/22,,"",,166314,1614,a,,a,,12/14/22 14:12,"",https://poll.qu.edu/poll-release?releaseid=3863,"",false,,35.0,54.0,11.0
81830,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,,12/8/22,12/12/22,,"",,166315,1456,rv,,rv,,12/14/22 14:12,"",https://poll.qu.edu/poll-release?releaseid=3863,"",false,,36.0,55.0,9.0
81769,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/3/22,12/6/22,,"",,166032,1500,a,,a,,12/7/22 10:44,"",https://docs.cdn.yougov.com/dshfq4wqyr/econtoplines.pdf,"",false,,38.0,45.0,17.0
81769,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,12/3/22,12/6/22,,"",,166033,1332,rv,,rv,,12/7/22 10:44,"",https://docs.cdn.yougov.com/qsanp37uhh/econTabReport.pdf,"",false,,43.0,46.0,11.0
81724,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,11/26/22,11/29/22,,"",,165814,1500,a,,a,,11/30/22 09:25,"",https://docs.cdn.yougov.com/2zebcvjoec/econtoplines.pdf,"",false,,37.0,41.0,23.0
81724,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,11/26/22,11/29/22,,"",,165815,1319,rv,,rv,,11/30/22 09:25,"",https://docs.cdn.yougov.com/3jonl2kylh/econTabReport.pdf,"",false,,43.0,45.0,12.0
81706,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,11/19/22,11/22/22,,"",,165762,1500,a,,a,,11/23/22 08:52,"",https://docs.cdn.yougov.com/5wsputvmjl/econtoplines.pdf,"",false,,41.0,37.0,22.0
81706,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,11/19/22,11/22/22,,"",,165763,1296,rv,,rv,,11/23/22 08:52,"",https://docs.cdn.yougov.com/h45mt3xoby/econTabReport.pdf,"",false,,47.0,40.0,12.0
81725,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,A/B,Probability Panel,,,11/15/22,11/22/22,,"",,165819,1004,a,,a,,11/30/22 09:25,"",https://law.marquette.edu/poll/wp-content/uploads/2022/11/MLSPSC11PressRelease_CourtIssues.pdf,"",false,,44.0,56.0,0
81725,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,A/B,Probability Panel,,,11/15/22,11/22/22,,"",,165880,840,rv,,rv,,12/1/22 09:35,"",https://law.marquette.edu/poll/wp-content/uploads/2022/12/MLSPSC11PressRelease_NationalIssues.pdf,"",false,,44.0,56.0,0
81670,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,11/13/22,11/15/22,,"",,165491,1500,a,,a,,11/16/22 11:46,"",https://docs.cdn.yougov.com/l4uezifj5w/econtoplines.pdf,"",false,,42.0,41.0,16.0
81670,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,11/13/22,11/15/22,,"",,165492,1287,rv,,rv,,11/16/22 11:46,"",https://docs.cdn.yougov.com/gebmjsbpbw/econTabReport.pdf,"",false,,45.0,46.0,9.0
